"id","slug","name","sku","oem","brand","category","group","stock","price","seoUrl"
"901","komple-koruk-424915-c-ekersan","Komple Körük","424915.C","20757541 , 20757541 , 20757541 , 20757541","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","14","4026","https://frenciniz.com/urun/901/komple-koruk-424915-c-ekersan"
"902","pistonsuz-koruk-volvo-fh-fm-fl-424913-s04-ekersan","Pistonsuz Körük Volvo FH FM FL","424913.S04","1379393","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","138","2468.4","https://frenciniz.com/urun/902/pistonsuz-koruk-volvo-fh-fm-fl-424913-s04-ekersan"
"903","komple-koruk-metal-piston-volvo-fh-fm-fl-424913-c02-ekersan","Komple Körük Metal Piston Volvo FH FM FL","424913.C02","1379392 , 1440294","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","93","3564","https://frenciniz.com/urun/903/komple-koruk-metal-piston-volvo-fh-fm-fl-424913-c02-ekersan"
"904","susp-koruk-tek-cikis-424912-s10-ekersan","SÜSP.KÖRÜK  TEK ÇIKIŞ","424912.S10","(B) L1","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","12","2508","https://frenciniz.com/urun/904/susp-koruk-tek-cikis-424912-s10-ekersan"
"905","pistonsuz-koruk-cift-cikis-424912-s08-ekersan","Pistonsuz Körük Çift Çıkış","424912.S08","5001832067","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","115","2613.6","https://frenciniz.com/urun/905/pistonsuz-koruk-cift-cikis-424912-s08-ekersan"
"906","komple-koruk-metal-piston-tek-cikis-424912-c10-ekersan","Komple Körük Metal Piston Tek çıkış","424912.C10","5010557355 , 7422025556","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","20","3564","https://frenciniz.com/urun/906/komple-koruk-metal-piston-tek-cikis-424912-c10-ekersan"
"907","komple-koruk-metal-piston-cift-cikis-424912-c07-ekersan","Komple Körük Metal Piston Çift Çıkış","424912.C07","5010294307 , MLF7063","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","79","3696","https://frenciniz.com/urun/907/komple-koruk-metal-piston-cift-cikis-424912-c07-ekersan"
"908","pistonsuz-koruk-man-tga-tgs-tgx-424882-s02-ekersan","Pistonsuz Körük MAN TGA TGS TGX","424882.S02","81436010151 , 81436010176","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","140","1980","https://frenciniz.com/urun/908/pistonsuz-koruk-man-tga-tgs-tgx-424882-s02-ekersan"
"909","komple-koruk-plastik-piston-kisa-424881-cp-ekersan","Komple Körük Plastik Piston KISA","424881.CP","0542943410","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","4","3564","https://frenciniz.com/urun/909/komple-koruk-plastik-piston-kisa-424881-cp-ekersan"
"910","volvo-424718-s-ekersan","Volvo","424718.S","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","84","1617","https://frenciniz.com/urun/910/volvo-424718-s-ekersan"
"911","pistonsuz-koruk-424713-s-ekersan","Pistonsuz Körük","424713.S","MLF7098","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","66","2032.8","https://frenciniz.com/urun/911/pistonsuz-koruk-424713-s-ekersan"
"912","komple-koruk-metal-piston-424713-c02-ekersan","Komple Körük Metal Piston","424713.C02","(B) K4","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","11","3036","https://frenciniz.com/urun/912/komple-koruk-metal-piston-424713-c02-ekersan"
"913","komple-koruk-metal-piston-mercedes-actros-axor-atego-arocs-424390-c01-ekersan","Komple Körük Metal Piston Mercedes Actros Axor Atego Arocs","424390.C01","9423205221 , 9423200421","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","24","2541","https://frenciniz.com/urun/913/komple-koruk-metal-piston-mercedes-actros-axor-atego-arocs-424390-c01-ekersan"
"914","suspansiyon-koruk-cift-giris-424183-s2-ekersan","SÜSPANSİYON KÖRÜK ÇİFT GİRİŞ","424183.S2","(A) E1","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","83","2026.2","https://frenciniz.com/urun/914/suspansiyon-koruk-cift-giris-424183-s2-ekersan"
"915","komple-koruk-metal-piston-424159-c06-ekersan","Komple Körük Metal Piston","424159.C06","MLF7127","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","31","3194.4","https://frenciniz.com/urun/915/komple-koruk-metal-piston-424159-c06-ekersan"
"916","pistonsuz-koruk-424158-s02-ekersan","Pistonsuz Körük","424158.S02","(B) K2","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","155","2112","https://frenciniz.com/urun/916/pistonsuz-koruk-424158-s02-ekersan"
"917","pistonsuz-koruk-424023-s-ekersan","Pistonsuz Körük","424023.S","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","68","1980","https://frenciniz.com/urun/917/pistonsuz-koruk-424023-s-ekersan"
"918","komple-koruk-metal-piston-424023-c03-ekersan","Komple Körük Metal Piston","424023.C03","3229003100 , 3229213100","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","54","3234","https://frenciniz.com/urun/918/komple-koruk-metal-piston-424023-c03-ekersan"
"919","suspansiyon-korugu-pistonsuz-424022-s05-ekersan","SÜSPANSİYON KÖRÜĞÜ PİSTONSUZ","424022.S05","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","49","1848","https://frenciniz.com/urun/919/suspansiyon-korugu-pistonsuz-424022-s05-ekersan"
"920","pistonsuz-koruk-424022-s02-ekersan","Pistonsuz Körük","424022.S02","3229003300","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","40","1848","https://frenciniz.com/urun/920/pistonsuz-koruk-424022-s02-ekersan"
"921","komple-koruk-plastik-piston-424022-cp03-ekersan","Komple Körük Plastik Piston","424022.CP03","3229003300","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","45","2508","https://frenciniz.com/urun/921/komple-koruk-plastik-piston-424022-cp03-ekersan"
"922","ekersan-424004-saf-dorse-susp-koruk-komple-metal-piston-424004-c03-ekersan","EKERSAN 424004 SAF DORSE SÜSP.KÖRÜK KOMPLE METAL PİSTON","424004.C03","MLF7091 , 2229000700","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","94","3234","https://frenciniz.com/urun/922/ekersan-424004-saf-dorse-susp-koruk-komple-metal-piston-424004-c03-ekersan"
"923","susp-koruk-lastik-423608-s-ekersan","SÜSP.KÖRÜK LASTİK","423608.S","1903608S , 1774804S","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","52","2475","https://frenciniz.com/urun/923/susp-koruk-lastik-423608-s-ekersan"
"924","susp-koruk-komple-scania-y-m-423608-c-ekersan","SÜSP.KÖRÜK KOMPLE SCANIA Y.M.","423608.C","1903608 , 1774804","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","191","3610.2","https://frenciniz.com/urun/924/susp-koruk-komple-scania-y-m-423608-c-ekersan"
"925","katli-koruk-civatasiz-duz-422211-p01-ekersan","Katlı Körük Civatasız Düz","422211.P01","21221395","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","213","1056","https://frenciniz.com/urun/925/katli-koruk-civatasiz-duz-422211-p01-ekersan"
"926","somun-doner-pullu-33-luk-dps-m22-1-5-ess-320-10-ekersan","SOMUN DÖNER PULLU 33'LÜK DPS M22*1,5","ESS 320 10","","Ekersan","Somun / Cıvata","BİJON","5986","75.57","https://frenciniz.com/urun/926/somun-doner-pullu-33-luk-dps-m22-1-5-ess-320-10-ekersan"
"927","aliminyum-jant-somunu-kisa-11-dis-ess-300-22-ekersan","Aliminyum Jant Somunu Kısa 11 Diş","ESS 300 22","","Ekersan","Somun / Cıvata","BİJON","1810","189.69","https://frenciniz.com/urun/927/aliminyum-jant-somunu-kisa-11-dis-ess-300-22-ekersan"
"928","aliminyum-jant-somunu-kisa-ess-300-20-ekersan","Aliminyum Jant Somunu Kısa","ESS 300 20","-","Ekersan","Somun / Cıvata","BİJON","7973","188.31","https://frenciniz.com/urun/928/aliminyum-jant-somunu-kisa-ess-300-20-ekersan"
"929","aliminyum-jant-somunu-uzun-11-dis-ess-300-12-ekersan","Aliminyum Jant Somunu Uzun 11 Diş","ESS 300 12","","Ekersan","Somun / Cıvata","BİJON","1885","189.69","https://frenciniz.com/urun/929/aliminyum-jant-somunu-uzun-11-dis-ess-300-12-ekersan"
"930","aliminyum-jant-somunu-uzun-ess-300-10-ekersan","Aliminyum Jant Somunu Uzun","ESS 300 10","-","Ekersan","Somun / Cıvata","BİJON","2636","188.31","https://frenciniz.com/urun/930/aliminyum-jant-somunu-uzun-ess-300-10-ekersan"
"931","kucuk-doner-pullu-somun-ess-180-10-ekersan","Küçük Döner Pullu Somun","ESS 180 10","-","Ekersan","Somun / Cıvata","BİJON","150","74.09","https://frenciniz.com/urun/931/kucuk-doner-pullu-somun-ess-180-10-ekersan"
"932","buyuk-doner-pullu-somun-ess-171-10-ekersan","Büyük Döner Pullu Somun","ESS 171 10","-","Ekersan","Somun / Cıvata","BİJON","24994","78.76","https://frenciniz.com/urun/932/buyuk-doner-pullu-somun-ess-171-10-ekersan"
"933","buyuk-doner-pullu-somun-ess-170-10-ekersan","Büyük Döner Pullu Somun","ESS 170 10","-","Ekersan","Somun / Cıvata","BİJON","6510","78.76","https://frenciniz.com/urun/933/buyuk-doner-pullu-somun-ess-170-10-ekersan"
"934","somun-ford-arka-ess-140-10-ekersan","SOMUN FORD ARKA","ESS 140 10","","Ekersan","Somun / Cıvata","BİJON","20","39.48","https://frenciniz.com/urun/934/somun-ford-arka-ess-140-10-ekersan"
"935","ispit-somunu-ess-131-10-ekersan","İspit  Somunu","ESS 131 10","-","Ekersan","Somun / Cıvata","BİJON","62","60.2","https://frenciniz.com/urun/935/ispit-somunu-ess-131-10-ekersan"
"936","man-mercedes-somunu-uzun-ess-120-10-ekersan","Man-Mercedes Somunu Uzun","ESS 120 10","-","Ekersan","Somun / Cıvata","BİJON","5816","60.2","https://frenciniz.com/urun/936/man-mercedes-somunu-uzun-ess-120-10-ekersan"
"937","50-nc-somunu-ess-080-10-ekersan","50 NC somunu","ESS 080 10","-","Ekersan","Somun / Cıvata","BİJON","764","60.2","https://frenciniz.com/urun/937/50-nc-somunu-ess-080-10-ekersan"
"938","27-lik-18x1-5-doner-pullu-somun-ess-029-10-ekersan","27'lik 18x1,5 Döner Pullu Somun","ESS 029 10","-","Ekersan","Somun / Cıvata","BİJON","12133","74.09","https://frenciniz.com/urun/938/27-lik-18x1-5-doner-pullu-somun-ess-029-10-ekersan"
"939","30-luk-doner-pullu-somun-ess-028-10-ekersan","30'luk Döner Pullu Somun","ESS 028 10","-","Ekersan","Somun / Cıvata","BİJON","14995","74.09","https://frenciniz.com/urun/939/30-luk-doner-pullu-somun-ess-028-10-ekersan"
"940","somun-kisa-doner-pullu-22-1-5-dakromatli-ess-025-20-3-ekersan","SOMUN KISA DÖNER PULLU 22*1,5 DAKROMATLI","ESS 025 20-3","","Ekersan","Somun / Cıvata","BİJON","55436","73.37","https://frenciniz.com/urun/940/somun-kisa-doner-pullu-22-1-5-dakromatli-ess-025-20-3-ekersan"
"941","doner-pullu-somun-man-tga-tgs-tgx-ess-025-20-ekersan","Döner Pullu Somun MAN TGA TGS TGX","ESS 025 20","81455030056 - 81455030026","Ekersan","Somun / Cıvata","BİJON","91042","74.09","https://frenciniz.com/urun/941/doner-pullu-somun-man-tga-tgs-tgx-ess-025-20-ekersan"
"942","doner-pullu-somun-ess-024-11-l-ekersan","Döner Pullu Somun","ESS 024 11-L","-","Ekersan","Somun / Cıvata","BİJON","90","74.09","https://frenciniz.com/urun/942/doner-pullu-somun-ess-024-11-l-ekersan"
"943","doner-pullu-somun-14-dis-volvo-r-ess-024-10-r-ekersan","Döner Pullu Somun 14 diş volvo (R)","ESS 024 10-R","","Ekersan","Somun / Cıvata","BİJON","748","74.09","https://frenciniz.com/urun/943/doner-pullu-somun-14-dis-volvo-r-ess-024-10-r-ekersan"
"944","doner-pullu-somun-ess-023-10-r-ekersan","Döner Pullu Somun","ESS 023 10-R","","Ekersan","Somun / Cıvata","BİJON","11047","74.09","https://frenciniz.com/urun/944/doner-pullu-somun-ess-023-10-r-ekersan"
"945","doner-pullu-somun-ess-020-10-ekersan","Döner Pullu Somun","ESS 020 10","-","Ekersan","Somun / Cıvata","BİJON","100000","74.09","https://frenciniz.com/urun/945/doner-pullu-somun-ess-020-10-ekersan"
"946","porya-ozkoc-4646-disk-porya-e-m-esp-22-08-ekersan","PORYA ÖZKOÇ 4646 DİSK PORYA E.M","ESP.22.08","","Ekersan","Porya","PORYA","1","4488","https://frenciniz.com/urun/946/porya-ozkoc-4646-disk-porya-e-m-esp-22-08-ekersan"
"947","akkar-dingil-diskli-porya-a2-esp-22-06-01-ekersan","AKKAR DİNGİL DİSKLİ PORYA A2","ESP.22.06.01","","Ekersan","Porya","PORYA","1","6527.4","https://frenciniz.com/urun/947/akkar-dingil-diskli-porya-a2-esp-22-06-01-ekersan"
"948","aydin-dingil-porya-kampanali-esp-22-05-01-ekersan","AYDIN DİNGİL PORYA KAMPANALI","ESP.22.05.01","","Ekersan","Porya","PORYA","1","6375.6","https://frenciniz.com/urun/948/aydin-dingil-porya-kampanali-esp-22-05-01-ekersan"
"949","porya-sertel-t4-k4-esp-22-04-01-ekersan","PORYA SERTEL T4 - K4","ESP.22.04.01","","Ekersan","Porya","PORYA","3","6375.6","https://frenciniz.com/urun/949/porya-sertel-t4-k4-esp-22-04-01-ekersan"
"950","porya-osman-koc-k1-esp-22-03-01-ekersan","PORYA OSMAN KOÇ K1","ESP.22.03.01","","Ekersan","Porya","PORYA","4","7134.6","https://frenciniz.com/urun/950/porya-osman-koc-k1-esp-22-03-01-ekersan"
"951","kaliper-semeri-bpw-dingil-29171-balata-kizak-10503-ekersan","KALİPER SEMERİ BPW DİNGİL 29171 BALATA","KIZAK 10503","K012619, 2379697","Ekersan","Kızak","KALİPER ÜRÜNLERİ","3","3960","https://frenciniz.com/urun/951/kaliper-semeri-bpw-dingil-29171-balata-kizak-10503-ekersan"
"952","16-24-d-d-disk-korugu-8138-ekersan","16/24 D/D DİSK KÖRÜĞÜ","8138","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","797","2772","https://frenciniz.com/urun/952/16-24-d-d-disk-korugu-8138-ekersan"
"953","20-24-d-p-disk-fren-korugu-64-mm-8132-ekersan","20/24 D/P Disk Fren Körüğü 64 mm","8132","8642644620329","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","1170","3432","https://frenciniz.com/urun/953/20-24-d-p-disk-fren-korugu-64-mm-8132-ekersan"
"954","16-lik-servis-fren-korugu-disk-8131-ekersan","16'LIK SERVİS FREN KÖRÜĞÜ DİSK","8131","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","1351","1320","https://frenciniz.com/urun/954/16-lik-servis-fren-korugu-disk-8131-ekersan"
"955","20-lik-servis-fren-korugu-disk-8129-ekersan","20'LİK SERVİS FREN KÖRÜĞÜ DİSK","8129","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","751","1320","https://frenciniz.com/urun/955/20-lik-servis-fren-korugu-disk-8129-ekersan"
"956","9-6200-cargo-imd-fren-korugu-8127-ekersan","9/6200 CARGO İMD.FREN KÖRÜĞÜ","8127","(A) A2","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","38","3168","https://frenciniz.com/urun/956/9-6200-cargo-imd-fren-korugu-8127-ekersan"
"957","16-24-d-p-imd-fren-korugu-8125-ekersan","16/24 D/P İMD.FREN KÖRÜĞÜ","8125","8682644620305","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","175","3300","https://frenciniz.com/urun/957/16-24-d-p-imd-fren-korugu-8125-ekersan"
"958","24-24-d-p-disk-fren-korugu-64-mm-8121-1-ekersan","24/24 D/P Disk Fren Körüğü 64 mm","8121-1","8682644620268","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","582","3300","https://frenciniz.com/urun/958/24-24-d-p-disk-fren-korugu-64-mm-8121-1-ekersan"
"959","12-6200-cargo-imdat-fren-korugu-8120-ekersan","12/6200 CARGO İMDAT FREN KÖRÜĞÜ","8120","(A) B2","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","87","3168","https://frenciniz.com/urun/959/12-6200-cargo-imdat-fren-korugu-8120-ekersan"
"960","24-30-d-p-kisa-mil-koruk-disk-korugu-8111-ekersan","24/30 D/P KISA MİL KÖRÜK DİSK KÖRÜĞÜ","8111","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","405","3630","https://frenciniz.com/urun/960/24-30-d-p-kisa-mil-koruk-disk-korugu-8111-ekersan"
"961","24-luk-servis-fren-korugu-disk-8110-ekersan","24'lük Servis Fren Körüğü Disk","8110","8682644620176-8682644620183-8682644620190","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","1075","1320","https://frenciniz.com/urun/961/24-luk-servis-fren-korugu-disk-8110-ekersan"
"962","24-luk-servis-fren-korugu-ekersan-8109-ekersan","24'LÜK SERVİS FREN KÖRÜĞÜ EKERSAN","8109","8682644620022","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","1251","1267.2","https://frenciniz.com/urun/962/24-luk-servis-fren-korugu-ekersan-8109-ekersan"
"963","24-24-d-p-imd-fren-korugu-m22-64-mm-8106-1-ekersan","24/24 D/P İMD.FREN KÖRÜĞÜ M22 64 mm","8106-1","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","1","3300","https://frenciniz.com/urun/963/24-24-d-p-imd-fren-korugu-m22-64-mm-8106-1-ekersan"
"964","24-24-d-p-imd-fren-korugu-m16-8106-ekersan","24/24 D/P İMD.FREN KÖRÜĞÜ M16","8106","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","250","3300","https://frenciniz.com/urun/964/24-24-d-p-imd-fren-korugu-m16-8106-ekersan"
"965","30-24-d-p-imd-fren-korugu-m22-8105-ekersan","30/24 D/P İMD.FREN KÖRÜĞÜ M22","8105","8682644620367","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","259","3432","https://frenciniz.com/urun/965/30-24-d-p-imd-fren-korugu-m22-8105-ekersan"
"966","30-30-d-p-imdatli-fren-korugu-disk-8104-1-ekersan","30/30 D/P İMDATLI FREN KÖRÜĞÜ DİSK","8104-1","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","2","3630","https://frenciniz.com/urun/966/30-30-d-p-imdatli-fren-korugu-disk-8104-1-ekersan"
"967","30-30-d-p-imd-fren-korugu-ekersan-8104-ekersan","30/30 D/P İMD.FREN KÖRÜĞÜ EKERSAN","8104","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","1946","3432","https://frenciniz.com/urun/967/30-30-d-p-imd-fren-korugu-ekersan-8104-ekersan"
"968","24-30-d-d-imd-fren-korugu-ekersan-8103-ekersan","24/30 D/D İMD.FREN KÖRÜĞÜ EKERSAN","8103","8682644620435","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","1032","2772","https://frenciniz.com/urun/968/24-30-d-d-imd-fren-korugu-ekersan-8103-ekersan"
"969","30-30-d-d-imd-fren-korugu-ekersan-8101-ekersan","30/30 D/D İMD.FREN KÖRÜĞÜ EKERSAN","8101","","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","822","2772","https://frenciniz.com/urun/969/30-30-d-d-imd-fren-korugu-ekersan-8101-ekersan"
"970","dorse-porya-kapak-m152-00x2-50-smb-fruehauf-70-02020-ekersan","DORSE PORYA KAPAK M152.00X2.50 SMB-FRUEHAUF","70.02020","","Ekersan","Porya","PORYA","37","396","https://frenciniz.com/urun/970/dorse-porya-kapak-m152-00x2-50-smb-fruehauf-70-02020-ekersan"
"971","kaliper-tamir-takimi-60-6310-ekersan","KALİPER TAMİR TAKIMI","60-6310","","Ekersan","Kaliper","KALİPER ÜRÜNLERİ","1","5237.76","https://frenciniz.com/urun/971/kaliper-tamir-takimi-60-6310-ekersan"
"972","16-24-d-p-disk-fren-korugu-22-1-5-boy-64-mm-8122-1-ekersan","16/24 D/P DİSK FREN KÖRÜĞÜ 22*1,5 BOY:64 MM","8122-1","8682644620299","Ekersan","Fren Körüğü","FREN KÖRÜKLERİ","1985","3300","https://frenciniz.com/urun/972/16-24-d-p-disk-fren-korugu-22-1-5-boy-64-mm-8122-1-ekersan"
"973","perno-tapasi-40x12-mm-429002-ekersan","Perno Tapası 40x12 mm","429002","","Ekersan","Perno","KALİPER ÜRÜNLERİ","703","22.44","https://frenciniz.com/urun/973/perno-tapasi-40x12-mm-429002-ekersan"
"974","kaliper-mekanizma-seti-427138-ekersan","Kaliper Mekanizma Seti","427138","","Ekersan","Kaliper Ayar Mekanizması","KALİPER ÜRÜNLERİ","21","3762","https://frenciniz.com/urun/974/kaliper-mekanizma-seti-427138-ekersan"
"975","kaliper-perno-tamir-takimi-knorr-wabco-meritor-427120-ekersan","Kaliper Perno Tamir Takımı Knorr WABCO Meritor","427120","3434386100","Ekersan","Kaliper Perno Tamir Takımı","KALİPER ÜRÜNLERİ","302","983.4","https://frenciniz.com/urun/975/kaliper-perno-tamir-takimi-knorr-wabco-meritor-427120-ekersan"
"976","kaliper-mekanizmali-kapak-426124-ekersan","Kaliper Mekanizmalı Kapak","426124","","Ekersan","Kaliper Kapak/Conta","KALİPER ÜRÜNLERİ","5","752.4","https://frenciniz.com/urun/976/kaliper-mekanizmali-kapak-426124-ekersan"
"977","kaliper-perno-tamir-takimi-knorr-wabco-meritor-426123-ekersan","Kaliper Perno Tamir Takımı Knorr WABCO Meritor","426123","","Ekersan","Kaliper Perno Tamir Takımı","KALİPER ÜRÜNLERİ","436","1254","https://frenciniz.com/urun/977/kaliper-perno-tamir-takimi-knorr-wabco-meritor-426123-ekersan"
"978","koruk-bogaz-somunu-uzun-112-u-425299-ekersan","KÖRÜK BOĞAZ SOMUNU (UZUN) (112 U)","425299","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","8","660","https://frenciniz.com/urun/978/koruk-bogaz-somunu-uzun-112-u-425299-ekersan"
"979","koruk-bogaz-somunu-kisa-425298-ekersan","KÖRÜK BOĞAZ SOMUNU (KISA)","425298","","Ekersan","Süspansiyon Körüğü","SÜSP. KÖRÜĞÜ","8","567.6","https://frenciniz.com/urun/979/koruk-bogaz-somunu-kisa-425298-ekersan"
"980","ayar-mekanizmasi-522-set-425268-ekersan","AYAR MEKANİZMASI (522 SET)","425268","","Ekersan","Kaliper Ayar Mekanizması","KALİPER ÜRÜNLERİ","5","1782","https://frenciniz.com/urun/980/ayar-mekanizmasi-522-set-425268-ekersan"
"981","410-dublex-grubu-toz-lastigi-silikon-iveco-902-425245-ekersan","Ø 410 DUBLEX GRUBU TOZ LASTİĞİ (SİLİKON) İVECO 902","425245","","Ekersan","Kaliper Toz Lastiği","KALİPER ÜRÜNLERİ","24","99","https://frenciniz.com/urun/981/410-dublex-grubu-toz-lastigi-silikon-iveco-902-425245-ekersan"
"982","522-toz-lastigi-silikon-425224-ekersan","522 TOZ LASTİĞİ (SİLİKON)","425224","","Ekersan","Kaliper Toz Lastiği","KALİPER ÜRÜNLERİ","25","145.2","https://frenciniz.com/urun/982/522-toz-lastigi-silikon-425224-ekersan"
"983","toz-lastigi-silikon-110-toz-lastik-425210-ekersan","TOZ LASTİĞİ (SİLİKON)(110 TOZ LASTİK)","425210","","Ekersan","Kaliper Toz Lastiği","KALİPER ÜRÜNLERİ","61","92.4","https://frenciniz.com/urun/983/toz-lastigi-silikon-110-toz-lastik-425210-ekersan"
"984","fren-ayar-mekanizmasi-sag-425101-ekersan","Fren Ayar Mekanizması (Sağ)","425101","5001868118 - 3097100 - 272908 - 8550978","Ekersan","Kaliper Ayar Mekanizması","KALİPER ÜRÜNLERİ","13","640.2","https://frenciniz.com/urun/984/fren-ayar-mekanizmasi-sag-425101-ekersan"
"985","fren-ayar-mekanizmasi-sol-425100-ekersan","Fren Ayar Mekanizması (Sol)","425100","5001868117 - 3097099 - 272909 - 8550978","Ekersan","Kaliper Ayar Mekanizması","KALİPER ÜRÜNLERİ","42","640.2","https://frenciniz.com/urun/985/fren-ayar-mekanizmasi-sol-425100-ekersan"
"986","kaliper-ayar-mekanizma-seti-uzun-422158-ekersan","Kaliper Ayar Mekanizma Seti (Uzun)","422158","","Ekersan","Kaliper Ayar Mekanizması","KALİPER ÜRÜNLERİ","135","1247.4","https://frenciniz.com/urun/986/kaliper-ayar-mekanizma-seti-uzun-422158-ekersan"
"987","kaliper-ayar-mekanizma-seti-pimli-kisa-422152-ekersan","Kaliper Ayar Mekanizma Seti (Pimli - Kısa)","422152","","Ekersan","Kaliper Ayar Mekanizması","KALİPER ÜRÜNLERİ","87","1247.4","https://frenciniz.com/urun/987/kaliper-ayar-mekanizma-seti-pimli-kisa-422152-ekersan"
"988","kaliper-balata-tutucusu-422121-ekersan","Kaliper Balata Tutucusu","422121","","Ekersan","Fren Balatası","BALATA","4","534.6","https://frenciniz.com/urun/988/kaliper-balata-tutucusu-422121-ekersan"
"989","kaliper-balata-tutucusu-pimli-sol-422120-ekersan","KALİPER BALATA TUTUCUSU PİMLİ (SOL)","422120","","Ekersan","Fren Balatası","BALATA","6","534.6","https://frenciniz.com/urun/989/kaliper-balata-tutucusu-pimli-sol-422120-ekersan"
"990","kaliper-kapak-conta-seti-422119-ekersan","Kaliper Kapak Conta Seti","422119","","Ekersan","Kaliper Kapak/Conta","KALİPER ÜRÜNLERİ","3","270.6","https://frenciniz.com/urun/990/kaliper-kapak-conta-seti-422119-ekersan"
